2F1C,-0.969909243868,-5.42059809305,0.0
1A0S,-2.23392174188,-7.45164602242,0.0
1UYN,6.89633714223,1.46338030085,0.0
2QDZ,-11.9775170616,-0.0309343645392,0.0
3DZM,-4.70780535522,-7.39988404441,0.0
2F1V,-6.55160275739,1.37280498554,0.0
3FHH,5.41332814304,-1.80127914354,0.0
1QJ8,-3.28924778801,3.35101123088,0.0
3EFM,3.23475680787,-9.48988515676,0.0
3EMN,-4.53943685721,0.848050390165,0.0
1THQ,2.22573333832,0.336579158044,0.0
2WJR,9.07396545851,1.14678037059,0.0
3BS0,7.02680465713,6.23292007434,0.0
1QD6,-1.81688898748,1.4629478134,0.0
1E54,-0.523370657439,5.79697347996,0.0
1TLY,-1.23504346551,-3.39751132221,0.0
1I78,-1.49758203013,1.95047100822,0.0
3JTY,-2.04801826957,5.97395971408,0.0
1T16,-4.09213064977,1.43382619656,0.0
3CSL,-1.66487622347,-12.5649198546,0.0
2POR,1.30503850739,-3.54119925495,0.0
1QJP,3.11783526975,1.6790004081,0.0
1FEP,6.05682197692,3.18428961287,0.0
2VQI,-4.18144150437,2.01184423692,0.0
2GUF,2.20145034774,8.42930812363,0.0
1AF6,-11.5450409012,-7.4789935615,0.0
1QFG,-7.5210117895,-4.16171556423,0.0
1KMO,-3.46935294868,0.297919737091,0.0
2J1N,0.980746708105,3.80405791015,0.0
1P4T,-1.66535452617,-1.60286346538,0.0
3DWO,-1.92268028033,3.89520777294,0.0
2O4V,4.69778002001,-2.13624746354,0.0
3PRN,-0.0769315977364,4.1216698935,0.0
2ERV,-2.60349012052,-0.778199321478,0.0
1K24,-1.94127612786,2.55371093132,0.0
