1a0s,18.8980011548,0.34802270775
1uyn,7.85397236216,0.723303536918
2qdz,15.3826723551,0.555872728693
2f1v,5.59107445704,0.917306711215
1qj8,8.21976836756,0.392919053141
3efm,23.5106947089,0.499678274741
3emn,7.03913795629,1.39455528832
1thq,6.43527847469,0.611818627029
2wjr,9.36072394036,0.885781042747
3bs0,10.2190020314,0.764706459677
1qd6,8.82887483273,0.683225532864
1e54,6.32928789738,1.22386501142
1tly,9.10536919137,1.41460744363
1i78,7.06474461735,0.777814285145
3jty,7.08066414449,2.24948222471
1t16,15.5991782505,0.538790717574
3csl,7.32157701993,1.2530614257
1qjp,11.7081531512,0.422351488526
1fep,7.54496938234,1.25733200078
2vqi,18.304188767,0.466626300999
2guf,12.7945592522,0.535399590281
1qfg,15.8624449371,0.426181179526
1kmo,15.8371904434,0.281344967198
2j1n,17.902295913,0.389616411603
1p4t,6.30374423749,0.777253630975
2o4v,18.4799602224,0.440248133474
2erv,4.569114476,1.47921840282
1k24,6.04237966311,0.174704890589
