2F1C,-4.21974144139,-3.31156968841,0.0
1A0S,-3.69671384912,-9.047052332,0.0
1UYN,11.0060710175,-0.753710543776,0.0
2QDZ,-17.5968640429,0.00673243500891,0.0
3DZM,-5.17071655417,-5.81565719393,0.0
2F1V,-3.16426515341,-0.680443017161,0.0
3FHH,9.62779233378,-5.95949589685,0.0
1QJ8,-4.25132216087,5.43418932158,0.0
3EFM,7.84771847407,-18.9011916215,0.0
3EMN,-4.63009187708,3.27495920292,0.0
1THQ,1.25585232404,1.86328567732,0.0
2WJR,2.2998308774,-1.30825335458,0.0
3BS0,7.20058990346,5.34317749509,0.0
1QD6,3.66533924854,-4.04178910828,0.0
1E54,1.29268166773,10.3032318703,0.0
1TLY,-0.406977080479,-1.7802837921,0.0
1I78,-2.28519359766,1.83640131817,0.0
3JTY,3.52523365875,1.21405002859,0.0
1T16,-2.81795038474,4.43203269167,0.0
3CSL,-11.2092391639,-15.8020959849,0.0
2POR,1.38935066378,-1.66380717723,0.0
1QJP,1.91167175585,1.26678913044,0.0
1FEP,3.06232175866,8.93852254376,0.0
2VQI,12.9299637994,9.6354184472,0.0
2GUF,9.73997038874,5.70852977174,0.0
1AF6,-9.7222768177,-7.11778136383,0.0
1QFG,-14.0700985178,-1.36974789182,0.0
1KMO,1.45730063236,13.6904262173,0.0
2J1N,0.261370278036,9.72399973094,0.0
1P4T,-1.72302688178,-0.66144686787,0.0
3DWO,10.0556998004,11.6384459061,0.0
2O4V,6.93130907274,0.683270051836,0.0
3PRN,0.778937267034,-0.673522523589,0.0
2ERV,-1.35942282893,-1.42533749888,0.0
1K24,-4.06730437398,0.258432662253,0.0
